total_comments,root_degree,avg_tree_size,avg_depth
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
19,11,1.7272727272727273,1.5454545454545454
1,1,1.0,1.0
305,303,1.0066006600660067,1.0066006600660067
61,19,3.210526315789474,2.0526315789473686
5,5,1.0,1.0
21,10,2.1,1.9
34,22,1.5454545454545454,1.4090909090909092
4,2,2.0,2.0
14,9,1.5555555555555556,1.3333333333333333
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
7,6,1.1666666666666667,1.1666666666666667
38,8,4.75,3.25
6,1,6.0,3.0
5,4,1.25,1.25
4,3,1.3333333333333333,1.3333333333333333
2,2,1.0,1.0
16,15,1.0666666666666667,1.0666666666666667
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,2,2.0,1.5
10,3,3.3333333333333335,2.6666666666666665
7,7,1.0,1.0
3,2,1.5,1.5
4,2,2.0,2.0
1,1,1.0,1.0
22,10,2.2,1.8
13,7,1.8571428571428572,1.8571428571428572
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
27,6,4.5,2.6666666666666665
6,2,3.0,2.5
1,1,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
8,5,1.6,1.6
1,1,1.0,1.0
9,9,1.0,1.0
6,4,1.5,1.5
2,1,2.0,2.0
7,3,2.3333333333333335,1.6666666666666667
1,1,1.0,1.0
96,18,5.333333333333333,3.2222222222222223
2,2,1.0,1.0
4,2,2.0,2.0
4,3,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
41,8,5.125,2.625
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
14,2,7.0,6.5
1,1,1.0,1.0
7,6,1.1666666666666667,1.1666666666666667
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,3,1.6666666666666667,1.3333333333333333
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
7,2,3.5,3.0
80,30,2.6666666666666665,2.3
1,1,1.0,1.0
2,2,1.0,1.0
18,4,4.5,3.0
1,1,1.0,1.0
6,5,1.2,1.2
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
6,1,6.0,5.0
66,21,3.142857142857143,2.8095238095238093
3,2,1.5,1.5
17,6,2.8333333333333335,2.5
53,18,2.9444444444444446,2.1666666666666665
15,6,2.5,2.1666666666666665
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
4,1,4.0,3.0
7,6,1.1666666666666667,1.1666666666666667
11,4,2.75,2.25
10,8,1.25,1.25
5,5,1.0,1.0
1,1,1.0,1.0
45,23,1.9565217391304348,1.7826086956521738
8,6,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
25,6,4.166666666666667,3.1666666666666665
6,4,1.5,1.5
4,2,2.0,1.5
2,2,1.0,1.0
4,2,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
20,20,1.0,1.0
2,2,1.0,1.0
10,7,1.4285714285714286,1.2857142857142858
2,2,1.0,1.0
74,19,3.8947368421052633,2.263157894736842
6,3,2.0,2.0
25,10,2.5,1.6
2,1,2.0,2.0
4,3,1.3333333333333333,1.3333333333333333
3,2,1.5,1.5
7,7,1.0,1.0
11,6,1.8333333333333333,1.8333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
13,12,1.0833333333333333,1.0833333333333333
23,7,3.2857142857142856,2.7142857142857144
4,4,1.0,1.0
5,4,1.25,1.25
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
15,8,1.875,1.625
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
5,2,2.5,2.0
3,3,1.0,1.0
1,1,1.0,1.0
12,7,1.7142857142857142,1.5714285714285714
62,34,1.8235294117647058,1.7058823529411764
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,2,3.0,2.0
1,1,1.0,1.0
13,5,2.6,1.8
40,12,3.3333333333333335,1.6666666666666667
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
27,12,2.25,1.6666666666666667
3,2,1.5,1.5
1,1,1.0,1.0
45,20,2.25,1.7
1,1,1.0,1.0
6,2,3.0,2.5
1,1,1.0,1.0
14,11,1.2727272727272727,1.2727272727272727
1,1,1.0,1.0
3,2,1.5,1.5
38,10,3.8,2.8
1,1,1.0,1.0
3,3,1.0,1.0
8,4,2.0,1.75
33,5,6.6,3.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
17,8,2.125,1.625
1,1,1.0,1.0
23,11,2.090909090909091,2.0
7,5,1.4,1.4
1,1,1.0,1.0
17,6,2.8333333333333335,1.8333333333333333
2,1,2.0,2.0
2,2,1.0,1.0
2,2,1.0,1.0
39,18,2.1666666666666665,1.6666666666666667
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
27,8,3.375,2.5
5,2,2.5,2.0
6,3,2.0,2.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,6,1.5,1.3333333333333333
4,2,2.0,1.5
2,2,1.0,1.0
21,8,2.625,2.125
17,6,2.8333333333333335,2.1666666666666665
1,1,1.0,1.0
133,37,3.5945945945945947,2.7837837837837838
21,5,4.2,2.6
18,2,9.0,4.0
1,1,1.0,1.0
1,1,1.0,1.0
54,17,3.176470588235294,2.0588235294117645
10,4,2.5,1.75
1,1,1.0,1.0
12,8,1.5,1.375
33,3,11.0,8.666666666666666
14,4,3.5,3.0
6,3,2.0,1.6666666666666667
20,7,2.857142857142857,2.142857142857143
2,2,1.0,1.0
11,5,2.2,1.8
10,7,1.4285714285714286,1.2857142857142858
1,1,1.0,1.0
5,5,1.0,1.0
6,2,3.0,2.5
1,1,1.0,1.0
13,7,1.8571428571428572,1.7142857142857142
5,5,1.0,1.0
5,5,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
7,1,7.0,4.0
30,9,3.3333333333333335,2.4444444444444446
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
14,6,2.3333333333333335,1.5
2,2,1.0,1.0
11,10,1.1,1.1
56,7,8.0,3.5714285714285716
12,9,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
16,6,2.6666666666666665,2.6666666666666665
24,7,3.4285714285714284,2.142857142857143
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
5,4,1.25,1.25
22,13,1.6923076923076923,1.6153846153846154
22,21,1.0476190476190477,1.0476190476190477
109,57,1.912280701754386,1.631578947368421
4,4,1.0,1.0
1,1,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
2,2,1.0,1.0
29,18,1.6111111111111112,1.6111111111111112
16,3,5.333333333333333,3.6666666666666665
11,8,1.375,1.375
15,8,1.875,1.75
1,1,1.0,1.0
1,1,1.0,1.0
23,12,1.9166666666666667,1.8333333333333333
132,50,2.64,1.92
22,6,3.6666666666666665,1.8333333333333333
8,6,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
5,4,1.25,1.25
1,1,1.0,1.0
3,2,1.5,1.5
11,5,2.2,2.2
4,3,1.3333333333333333,1.3333333333333333
7,3,2.3333333333333335,2.3333333333333335
18,12,1.5,1.5
1,1,1.0,1.0
68,13,5.230769230769231,2.923076923076923
11,6,1.8333333333333333,1.8333333333333333
11,7,1.5714285714285714,1.4285714285714286
6,2,3.0,2.0
1,1,1.0,1.0
282,71,3.971830985915493,2.436619718309859
4,4,1.0,1.0
1,1,1.0,1.0
10,5,2.0,1.8
1,1,1.0,1.0
1,1,1.0,1.0
12,9,1.3333333333333333,1.2222222222222223
13,13,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
7,6,1.1666666666666667,1.1666666666666667
8,6,1.3333333333333333,1.1666666666666667
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
89,31,2.870967741935484,1.8709677419354838
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,5,1.4,1.4
2,2,1.0,1.0
30,15,2.0,1.7333333333333334
8,4,2.0,2.0
3,3,1.0,1.0
1,1,1.0,1.0
34,12,2.8333333333333335,1.5833333333333333
5,5,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
8,5,1.6,1.6
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
30,27,1.1111111111111112,1.1111111111111112
1,1,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
32,20,1.6,1.5
65,24,2.7083333333333335,2.0
1,1,1.0,1.0
119,66,1.803030303030303,1.4848484848484849
16,9,1.7777777777777777,1.6666666666666667
2,2,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
8,6,1.3333333333333333,1.1666666666666667
19,15,1.2666666666666666,1.2666666666666666
1,1,1.0,1.0
41,14,2.9285714285714284,2.142857142857143
14,3,4.666666666666667,3.6666666666666665
48,21,2.2857142857142856,1.8095238095238095
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
20,13,1.5384615384615385,1.4615384615384615
1,1,1.0,1.0
5,5,1.0,1.0
125,66,1.893939393939394,1.4393939393939394
1,1,1.0,1.0
6,5,1.2,1.2
57,20,2.85,1.85
3,3,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
3,3,1.0,1.0
4,2,2.0,1.5
7,4,1.75,1.75
2,2,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
4,3,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
3,2,1.5,1.5
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
13,7,1.8571428571428572,1.4285714285714286
4,3,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,2,2.5,2.5
17,13,1.3076923076923077,1.1538461538461537
2,1,2.0,2.0
1,1,1.0,1.0
11,5,2.2,1.6
39,5,7.8,6.2
8,6,1.3333333333333333,1.3333333333333333
17,5,3.4,2.4
138,35,3.942857142857143,2.0
1,1,1.0,1.0
1,1,1.0,1.0
12,9,1.3333333333333333,1.3333333333333333
10,5,2.0,1.8
1,1,1.0,1.0
1,1,1.0,1.0
5,5,1.0,1.0
2,2,1.0,1.0
18,18,1.0,1.0
2,2,1.0,1.0
5,5,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
9,7,1.2857142857142858,1.2857142857142858
1,1,1.0,1.0
1,1,1.0,1.0
10,7,1.4285714285714286,1.4285714285714286
240,97,2.4742268041237114,1.5670103092783505
2,2,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
18,9,2.0,1.8888888888888888
12,11,1.0909090909090908,1.0909090909090908
6,6,1.0,1.0
1,1,1.0,1.0
15,11,1.3636363636363635,1.3636363636363635
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
9,6,1.5,1.5
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
5,3,1.6666666666666667,1.6666666666666667
14,6,2.3333333333333335,2.3333333333333335
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
12,9,1.3333333333333333,1.2222222222222223
4,4,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
7,5,1.4,1.4
2,2,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
99,75,1.32,1.1333333333333333
151,33,4.575757575757576,2.5757575757575757
11,11,1.0,1.0
6,6,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
5,5,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
6,1,6.0,4.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
20,13,1.5384615384615385,1.5384615384615385
1,1,1.0,1.0
1,1,1.0,1.0
10,8,1.25,1.25
1,1,1.0,1.0
1,1,1.0,1.0
11,10,1.1,1.1
29,16,1.8125,1.8125
2,2,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
65,47,1.3829787234042554,1.2765957446808511
2,1,2.0,2.0
3,3,1.0,1.0
9,8,1.125,1.125
3,3,1.0,1.0
51,24,2.125,1.75
4,3,1.3333333333333333,1.3333333333333333
4,4,1.0,1.0
17,8,2.125,2.125
1,1,1.0,1.0
23,10,2.3,2.1
2,2,1.0,1.0
7,5,1.4,1.4
9,4,2.25,1.5
1,1,1.0,1.0
88,58,1.5172413793103448,1.4655172413793103
8,7,1.1428571428571428,1.1428571428571428
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
89,49,1.816326530612245,1.6122448979591837
10,6,1.6666666666666667,1.3333333333333333
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
2,1,2.0,2.0
373,131,2.8473282442748094,1.83206106870229
13,6,2.1666666666666665,1.5
1,1,1.0,1.0
24,9,2.6666666666666665,2.3333333333333335
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
6,3,2.0,2.0
11,4,2.75,2.5
8,6,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
6,4,1.5,1.5
19,6,3.1666666666666665,2.3333333333333335
1,1,1.0,1.0
18,8,2.25,2.125
3,3,1.0,1.0
1,1,1.0,1.0
6,5,1.2,1.2
2,1,2.0,2.0
1,1,1.0,1.0
3,1,3.0,3.0
2,2,1.0,1.0
5,5,1.0,1.0
5,4,1.25,1.25
1,1,1.0,1.0
12,10,1.2,1.2
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,9,1.6666666666666667,1.6666666666666667
1,1,1.0,1.0
60,17,3.5294117647058822,2.411764705882353
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
5,3,1.6666666666666667,1.3333333333333333
2,2,1.0,1.0
3,2,1.5,1.5
18,8,2.25,2.0
56,31,1.8064516129032258,1.5161290322580645
2,1,2.0,2.0
10,6,1.6666666666666667,1.5
8,8,1.0,1.0
1,1,1.0,1.0
302,191,1.581151832460733,1.2827225130890052
3,2,1.5,1.5
1,1,1.0,1.0
4,4,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
7,3,2.3333333333333335,2.0
3,3,1.0,1.0
6,5,1.2,1.2
6,4,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,12,1.0,1.0
6,6,1.0,1.0
11,6,1.8333333333333333,1.5
1,1,1.0,1.0
1,1,1.0,1.0
44,7,6.285714285714286,3.5714285714285716
5,5,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
16,10,1.6,1.4
1,1,1.0,1.0
2,2,1.0,1.0
6,3,2.0,2.0
19,5,3.8,2.4
1,1,1.0,1.0
19,13,1.4615384615384615,1.3846153846153846
1,1,1.0,1.0
2,1,2.0,2.0
11,6,1.8333333333333333,1.3333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,7,1.2857142857142858,1.2857142857142858
1,1,1.0,1.0
7,2,3.5,2.5
21,6,3.5,2.3333333333333335
6,4,1.5,1.5
1,1,1.0,1.0
2,2,1.0,1.0
5,3,1.6666666666666667,1.6666666666666667
2,2,1.0,1.0
21,10,2.1,1.9
17,3,5.666666666666667,4.333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
40,22,1.8181818181818181,1.5
3,3,1.0,1.0
3,2,1.5,1.5
3,2,1.5,1.5
2,2,1.0,1.0
2,2,1.0,1.0
5,3,1.6666666666666667,1.6666666666666667
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,7,1.7142857142857142,1.2857142857142858
3,2,1.5,1.5
4,2,2.0,2.0
3,3,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
18,12,1.5,1.3333333333333333
6,6,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
149,93,1.6021505376344085,1.2365591397849462
4,2,2.0,2.0
1,1,1.0,1.0
16,9,1.7777777777777777,1.6666666666666667
2,1,2.0,2.0
8,6,1.3333333333333333,1.1666666666666667
48,12,4.0,2.4166666666666665
7,7,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
40,16,2.5,1.875
37,14,2.642857142857143,2.642857142857143
1,1,1.0,1.0
3,3,1.0,1.0
9,6,1.5,1.3333333333333333
1,1,1.0,1.0
4,2,2.0,1.5
4,3,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
20,5,4.0,3.4
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
20,9,2.2222222222222223,1.6666666666666667
1,1,1.0,1.0
8,4,2.0,1.5
2,2,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
7,2,3.5,3.0
10,5,2.0,1.8
33,7,4.714285714285714,3.7142857142857144
1,1,1.0,1.0
2,1,2.0,2.0
69,33,2.090909090909091,1.5454545454545454
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
20,9,2.2222222222222223,1.5555555555555556
2,1,2.0,2.0
1,1,1.0,1.0
8,8,1.0,1.0
18,7,2.5714285714285716,2.5714285714285716
10,8,1.25,1.25
46,4,11.5,5.5
1,1,1.0,1.0
10,6,1.6666666666666667,1.6666666666666667
1,1,1.0,1.0
1,1,1.0,1.0
34,22,1.5454545454545454,1.5
2,1,2.0,2.0
1,1,1.0,1.0
15,5,3.0,2.0
5,5,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
31,21,1.4761904761904763,1.3333333333333333
1,1,1.0,1.0
17,3,5.666666666666667,3.6666666666666665
3,1,3.0,3.0
1,1,1.0,1.0
4,4,1.0,1.0
12,9,1.3333333333333333,1.2222222222222223
1,1,1.0,1.0
2,1,2.0,2.0
5,5,1.0,1.0
12,10,1.2,1.2
9,3,3.0,2.3333333333333335
16,13,1.2307692307692308,1.2307692307692308
10,8,1.25,1.25
19,13,1.4615384615384615,1.3076923076923077
6,3,2.0,1.6666666666666667
1,1,1.0,1.0
9,7,1.2857142857142858,1.2857142857142858
10,4,2.5,2.5
5,5,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
14,9,1.5555555555555556,1.4444444444444444
1,1,1.0,1.0
10,6,1.6666666666666667,1.3333333333333333
5,5,1.0,1.0
1,1,1.0,1.0
26,13,2.0,1.6923076923076923
1,1,1.0,1.0
15,6,2.5,2.3333333333333335
9,6,1.5,1.5
57,15,3.8,2.2666666666666666
79,13,6.076923076923077,3.076923076923077
22,8,2.75,1.75
4,1,4.0,4.0
16,6,2.6666666666666665,2.3333333333333335
9,7,1.2857142857142858,1.2857142857142858
10,2,5.0,5.0
1,1,1.0,1.0
12,4,3.0,2.5
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
7,3,2.3333333333333335,2.3333333333333335
4,4,1.0,1.0
2,1,2.0,2.0
13,3,4.333333333333333,4.333333333333333
6,5,1.2,1.2
1,1,1.0,1.0
3,3,1.0,1.0
9,4,2.25,1.75
7,1,7.0,7.0
5,5,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,3,2.0,1.6666666666666667
4,4,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
9,4,2.25,2.25
1,1,1.0,1.0
3,3,1.0,1.0
15,7,2.142857142857143,2.142857142857143
2,2,1.0,1.0
4,4,1.0,1.0
10,5,2.0,2.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
10,5,2.0,1.4
9,5,1.8,1.6
17,4,4.25,3.0
1,1,1.0,1.0
5,4,1.25,1.25
13,6,2.1666666666666665,2.0
2,1,2.0,2.0
2,1,2.0,2.0
12,9,1.3333333333333333,1.2222222222222223
8,6,1.3333333333333333,1.3333333333333333
1,1,1.0,1.0
8,7,1.1428571428571428,1.1428571428571428
3,3,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
7,3,2.3333333333333335,1.6666666666666667
2,1,2.0,2.0
16,15,1.0666666666666667,1.0666666666666667
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
47,15,3.1333333333333333,2.7333333333333334
3,3,1.0,1.0
6,4,1.5,1.25
1,1,1.0,1.0
3,1,3.0,2.0
9,5,1.8,1.8
2,1,2.0,2.0
1,1,1.0,1.0
35,7,5.0,3.142857142857143
21,6,3.5,3.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
10,5,2.0,2.0
7,4,1.75,1.75
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
24,4,6.0,3.25
6,6,1.0,1.0
35,11,3.1818181818181817,2.8181818181818183
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
16,5,3.2,2.2
1,1,1.0,1.0
24,7,3.4285714285714284,2.7142857142857144
22,10,2.2,2.1
6,2,3.0,3.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,6,2.0,1.8333333333333333
6,2,3.0,3.0
2,1,2.0,2.0
1,1,1.0,1.0
8,4,2.0,2.0
12,5,2.4,2.0
2,2,1.0,1.0
2,2,1.0,1.0
6,1,6.0,5.0
7,4,1.75,1.75
9,8,1.125,1.125
3,3,1.0,1.0
51,14,3.642857142857143,2.357142857142857
2,2,1.0,1.0
37,11,3.3636363636363638,2.4545454545454546
2,2,1.0,1.0
41,15,2.7333333333333334,2.066666666666667
1,1,1.0,1.0
109,63,1.7301587301587302,1.4126984126984128
5,1,5.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,7,1.2857142857142858,1.2857142857142858
1,1,1.0,1.0
5,5,1.0,1.0
3,2,1.5,1.5
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
13,3,4.333333333333333,2.3333333333333335
1,1,1.0,1.0
1,1,1.0,1.0
72,17,4.235294117647059,2.823529411764706
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
26,19,1.368421052631579,1.3157894736842106
3,3,1.0,1.0
2,2,1.0,1.0
18,12,1.5,1.4166666666666667
23,12,1.9166666666666667,1.75
7,2,3.5,3.5
1,1,1.0,1.0
16,9,1.7777777777777777,1.5555555555555556
22,15,1.4666666666666666,1.2666666666666666
4,2,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
62,15,4.133333333333334,2.6666666666666665
9,7,1.2857142857142858,1.1428571428571428
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
6,2,3.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
13,7,1.8571428571428572,1.5714285714285714
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
47,15,3.1333333333333333,2.3333333333333335
17,5,3.4,2.2
20,7,2.857142857142857,2.142857142857143
14,7,2.0,1.7142857142857142
2,2,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
20,8,2.5,2.0
3,2,1.5,1.5
2,1,2.0,2.0
1,1,1.0,1.0
25,11,2.272727272727273,1.9090909090909092
7,3,2.3333333333333335,2.0
1,1,1.0,1.0
1,1,1.0,1.0
12,4,3.0,3.0
5,2,2.5,2.5
2,2,1.0,1.0
3,1,3.0,3.0
32,6,5.333333333333333,3.6666666666666665
3,2,1.5,1.5
1,1,1.0,1.0
13,4,3.25,2.25
78,17,4.588235294117647,2.823529411764706
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
39,10,3.9,2.9
3,3,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
24,15,1.6,1.4666666666666666
1,1,1.0,1.0
92,36,2.5555555555555554,2.0277777777777777
3,1,3.0,3.0
10,3,3.3333333333333335,3.3333333333333335
886,745,1.1892617449664429,1.1543624161073827
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
11,6,1.8333333333333333,1.6666666666666667
18,8,2.25,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
13,5,2.6,2.6
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
15,7,2.142857142857143,2.0
1,1,1.0,1.0
1,1,1.0,1.0
11,6,1.8333333333333333,1.8333333333333333
1,1,1.0,1.0
1,1,1.0,1.0
10,8,1.25,1.125
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
3,3,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
4,3,1.3333333333333333,1.3333333333333333
185,29,6.379310344827586,2.4827586206896552
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
11,7,1.5714285714285714,1.1428571428571428
26,4,6.5,3.0
13,8,1.625,1.625
